Record Date,Country - Currency Description,Exchange Rate,Effective Date,ISO Currency Code
2023-03-31,Eswatini-Lilangeni,19.818,2023-05-31,SZL
2023-03-31,Ethiopia-Birr,53.903,2023-03-31,ETB
2023-03-31,Euro Zone-Euro,0.92,2023-03-31,EUR
2023-03-31,Fiji-Dollar,2.183,2023-03-31,FJD
2023-03-31,Gabon-Cfa Franc,603.18,2023-03-31,XAF
2023-03-31,Gambia-Dalasi,61.0,2023-03-31,GMD
2023-03-31,Georgia-Lari,2.52,2023-03-31,GEL
2023-03-31,Ghana-Cedi,11.5,2023-03-31,GHS
2023-03-31,Grenada-East Caribbean Dollar,2.7,2023-03-31,XCD
2023-03-31,Guatemala-Quetzal,7.79,2023-03-31,GTQ
2023-03-31,Guinea Bissau-Cfa Franc,600.45,2023-03-31,XOF
2023-03-31,Guinea-Franc,8501.0,2023-03-31,GNF
2023-03-31,Guyana-Dollar,215.0,2023-03-31,GYD
2023-03-31,Haiti-Gourde,153.35,2023-03-31,HTG
2023-03-31,Honduras-Lempira,24.55,2023-03-31,HNL
2023-03-31,Hong Kong-Dollar,7.85,2023-03-31,HKD
2023-03-31,Hungary-Forint,348.83,2023-03-31,HUF
2023-03-31,Iceland-Krona,136.05,2023-03-31,ISK
2023-03-31,India-Rupee,82.19,2023-03-31,INR
2023-03-31,Indonesia-Rupiah,14962.51,2023-03-31,IDR
2023-03-31,Iran-Rial,42000.0,2023-03-31,IRR
2023-03-31,Iraq-Dinar,1311.0,2023-03-31,IQD
2023-03-31,Israel-Shekel,3.614,2023-03-31,ILS
2023-03-31,Jamaica-Dollar,154.0,2023-03-31,JMD
2023-03-31,Japan-Yen,133.16,2023-03-31,JPY
2023-03-31,Jordan-Dinar,0.708,2023-03-31,JOD
2023-03-31,Kazakhstan-Tenge,455.29,2023-03-31,KZT
2023-03-31,Kenya-Shilling,132.5,2023-03-31,KES
2023-03-31,Korea-Won,1306.3,2023-03-31,KRW
2023-03-31,Kuwait-Dinar,0.307,2023-03-31,KWD
2023-03-31,Kyrgyzstan-Som,87.42,2023-03-31,KGS
2023-03-31,Laos-Kip,16855.1,2023-03-31,LAK
2023-03-31,Lebanon-Pound,15000.0,2023-03-31,LBP
2023-03-31,Lesotho-Maloti,17.76,2023-03-31,LSL
2023-03-31,Lesotho-Maloti,19.818,2023-05-31,LSL
2023-03-31,Liberia-Dollar,164.0,2023-03-31,LRD
2023-03-31,Libya-Dinar,4.769,2023-03-31,LYD
2023-03-31,Madagascar-Ariary,4250.0,2023-03-31,MGA
2023-03-31,Malawi-Kwacha,1035.49,2023-03-31,MWK
2023-03-31,Malaysia-Ringgit,4.41,2023-03-31,MYR
2023-03-31,Maldives-Rufiyaa,15.42,2023-03-31,MVR
2023-03-31,Mali-Cfa Franc,600.45,2023-03-31,XOF
2023-03-31,Marshall Islands-U.S. Dollar,1.0,2023-03-31,USD
2023-03-31,Mauritania-Ouguiya,37.0,2023-03-31,MRU
2023-03-31,Mauritius-Rupee,45.35,2023-03-31,MUR
2023-03-31,Mexico-Peso,18.063,2023-03-31,MXN
2023-03-31,Micronesia-U.S. Dollar,1.0,2023-03-31,USD
2023-03-31,Moldova-Leu,18.252,2023-03-31,MDL
2023-03-31,Mongolia-Tugrik,3520.67,2023-03-31,MNT
2023-03-31,Morocco-Dirham,10.21,2023-03-31,MAD
2023-03-31,Mozambique-Metical,63.24,2023-03-31,MZN
2023-03-31,Namibia-Dollar,17.76,2023-03-31,NAD
2023-03-31,Namibia-Dollar,19.818,2023-05-31,NAD
2023-03-31,Nepal-Rupee,131.5,2023-03-31,NPR
2023-03-31,Netherlands Antilles-Guilder,1.78,2023-03-31,ANG
2023-03-31,New Zealand-Dollar,1.598,2023-03-31,NZD
2023-03-31,Nicaragua-Cordoba,36.3,2023-03-31,NIO
2023-03-31,Niger-Cfa Franc,600.45,2023-03-31,XOF
2023-03-31,Nigeria-Naira,440.0,2023-03-31,NGN
2023-03-31,Norway-Krone,10.459,2023-03-31,NOK
2023-03-31,Oman-Rial,0.385,2023-03-31,OMR
2023-03-31,Pakistan-Rupee,283.37,2023-03-31,PKR
2023-03-31,Palau-Dollar,1.0,2023-03-31,USD
2023-03-31,Panama-Dolares,1.0,2023-03-31,USD
2023-03-31,Papua New Guinea-Kina,3.431,2023-03-31,PGK
2023-03-31,Paraguay-Guarani,7161.0,2023-03-31,PYG
2023-03-31,Peru-Sol,3.753,2023-03-31,PEN
2023-03-31,Philippines-Peso,54.293,2023-03-31,PHP
2023-03-31,Poland-Zloty,4.299,2023-03-31,PLN
2023-03-31,Qatar-Riyal,3.64,2023-03-31,QAR
2023-03-31,Republic Of North Macedonia-Denar,56.57,2023-03-31,MKD
2023-03-31,Romania-New Leu,4.466,2023-03-31,RON
2023-03-31,Russia-Ruble,77.646,2023-03-31,RUB
2023-03-31,Rwanda-Franc,1100.0,2023-03-31,RWF
2023-03-31,Sao Tome & Principe-New Dobras,22.587,2023-03-31,STN
2023-03-31,Saudi Arabia-Riyal,3.75,2023-03-31,SAR
2023-03-31,Senegal-Cfa Franc,600.45,2023-03-31,XOF
2023-03-31,Serbia-Dinar,107.82,2023-03-31,RSD
2023-03-31,Seychelles-Rupee,13.062,2023-03-31,SCR
2023-03-31,Sierra Leone-Leone,21.4,2023-03-31,SLE
2023-03-31,Singapore-Dollar,1.33,2023-03-31,SGD
2023-03-31,Solomon Islands-Dollar,8.065,2023-03-31,SBD
2023-03-31,Somali-Shilling,565.0,2023-03-31,SOS
2023-03-31,South Africa-Rand,17.76,2023-03-31,ZAR
2023-03-31,South Africa-Rand,19.818,2023-05-31,ZAR
2023-03-31,South Sudan-Sudanese Pound,847.0,2023-03-31,SSP
2023-03-31,South Sudan-Sudanese Pound,963.0,2023-05-31,SSP
2023-03-31,Sri Lanka-Rupee,324.0,2023-03-31,LKR
2023-03-31,Sri Lanka-Rupee,290.0,2023-05-31,LKR
2023-03-31,St. Lucia-East Caribbean Dollar,2.7,2023-03-31,XCD
2023-03-31,Sudan-Pound,594.0,2023-03-31,SDG
2023-03-31,Suriname-Dollar,35.858,2023-03-31,SRD
2023-03-31,Sweden-Krona,10.368,2023-03-31,SEK
2023-03-31,Switzerland-Franc,0.917,2023-03-31,CHF
2023-03-31,Syria-Pound,4500.0,2023-03-31,SYP
2023-03-31,Syria-Pound,6500.0,2023-04-28,SYP
2023-03-31,Taiwan-Dollar,30.546,2023-03-31,TWD
2023-03-31,Tajikistan-Somoni,10.88,2023-03-31,TJS
2023-03-31,Tanzania-Shilling,2335.0,2023-03-31,TZS
2023-03-31,Thailand-Baht,34.12,2023-03-31,THB
2023-03-31,Timor-Leste-Dili,1.0,2023-03-31,USD
2023-03-31,Togo-Cfa Franc,600.45,2023-03-31,XOF
2023-03-31,Tonga-Pa'Anga,2.304,2023-03-31,TOP
2023-03-31,Trinidad & Tobago-Dollar,6.746,2023-03-31,TTD
2023-03-31,Tunisia-Dinar,3.049,2023-03-31,TND
2023-03-31,Turkey-New Lira,19.183,2023-03-31,TRY
2023-03-31,Turkey-New Lira,23.657,2023-06-15,TRY
2023-03-31,Turkmenistan-New Manat,3.491,2023-03-31,TMT
2023-03-31,Uganda-Shilling,3768.64,2023-03-31,UGX
2023-03-31,Ukraine-Hryvnia,36.91,2023-03-31,UAH
2023-03-31,United Arab Emirates-Dirham,3.672,2023-03-31,AED
2023-03-31,United Kingdom-Pound,0.808,2023-03-31,GBP
2023-03-31,Uruguay-Peso,38.87,2023-03-31,UYU
2023-03-31,Uzbekistan-Som,11391.6,2023-03-31,UZS
2023-03-31,Vanuatu-Vatu,117.0,2023-03-31,VUV
2023-03-31,Venezuela-Bolivar Soberano,17.236,2023-03-31,VES
2023-03-31,Venezuela-Bolivar Soberano,24.481,2023-04-14,VES
2023-03-31,Venezuela-Fuerte,248832.0,2023-03-31,VEF
2023-03-31,Vietnam-Dong,23450.0,2023-03-31,VND
2023-03-31,Western Samoa-Tala,2.652,2023-03-31,WST
2023-03-31,Yemen-Rial,528.0,2023-03-31,YER
2023-03-31,Zambia-New Kwacha,21.253,2023-03-31,ZMW
2023-03-31,Zambia-New Kwacha,18.206,2023-04-14,ZMW
2023-03-31,Zimbabwe-Rtgs,894.0,2023-03-31,ZWL
2023-03-31,Zimbabwe-Rtgs,968.042,2023-04-14,ZWL
2022-12-31,Afghanistan-Afghani,89.11,2022-12-31,AFN
2022-12-31,Albania-Lek,106.5,2022-12-31,ALL
2022-12-31,Algeria-Dinar,136.467,2022-12-31,DZD
2022-12-31,Angola-Kwanza,503.65,2022-12-31,AOA
2022-12-31,Antigua & Barbuda-East Caribbean Dollar,2.7,2022-12-31,XCD
2022-12-31,Argentina-Peso,183.0,2022-12-31,ARS
2022-12-31,Argentina-Peso,203.5,2023-02-28,ARS
2022-12-31,Armenia-Dram,400.0,2022-12-31,AMD
2022-12-31,Australia-Dollar,1.471,2022-12-31,AUD
2022-12-31,Azerbaijan-Manat,1.7,2022-12-31,AZN
2022-12-31,Bahamas-Dollar,1.0,2022-12-31,BSD
2022-12-31,Bahrain-Dinar,0.377,2022-12-31,BHD
2022-12-31,Bangladesh-Taka,105.0,2022-12-31,BDT
2022-12-31,Barbados-Dollar,2.02,2022-12-31,BBD
2022-12-31,Belarus-New Ruble,2.518,2022-12-31,BYN
2022-12-31,Belize-Dollar,2.0,2022-12-31,BZD
2022-12-31,Benin-Cfa Franc,614.84,2022-12-31,XOF
2022-12-31,Bermuda-Dollar,1.0,2022-12-31,BMD
2022-12-31,Bolivia-Boliviano,6.86,2022-12-31,BOB
2022-12-31,Bosnia-Marka,1.83,2022-12-31,BAM
2022-12-31,Botswana-Pula,12.739,2022-12-31,BWP
2022-12-31,Brazil-Real,5.286,2022-12-31,BRL
2022-12-31,Brunei-Dollar,1.34,2022-12-31,BND
2022-12-31,Bulgaria-Lev New,1.83,2022-12-31,BGN
2022-12-31,Burkina Faso-Cfa Franc,614.84,2022-12-31,XOF
2022-12-31,Burma-Kyat,2100.0,2022-12-31,MMK
2022-12-31,Burundi-Franc,2045.3,2022-12-31,BIF
2022-12-31,Cambodia-Riel,4051.0,2022-12-31,KHR
2022-12-31,Cameroon-Cfa Franc,613.79,2022-12-31,XAF
2022-12-31,Canada-Dollar,1.354,2022-12-31,CAD
2022-12-31,Cape Verde-Escudo,103.16,2022-12-31,CVE
2022-12-31,Cayman Islands-Dollar,0.82,2022-12-31,KYD
2022-12-31,Central African Republic-Cfa Franc,613.79,2022-12-31,XAF
2022-12-31,Chad-Cfa Franc,613.79,2022-12-31,XAF
2022-12-31,Chile-Peso,851.5,2022-12-31,CLP
2022-12-31,China-Renminbi,6.897,2022-12-31,CNY
2022-12-31,Colombia-Peso,4845.83,2022-12-31,COP
2022-12-31,Comoros-Franc,461.6,2022-12-31,KMF
2022-12-31,Congo-Cfa Franc,613.79,2022-12-31,XAF
2022-12-31,Costa Rica-Colon,591.36,2022-12-31,CRC
2022-12-31,Cote D'Ivoire-Cfa Franc,614.84,2022-12-31,XOF
2022-12-31,Croatia-Kuna,6.87,2022-12-31,HRK
2022-12-31,Croatia-Euro,0.925,2023-01-13,EUR
2022-12-31,Cuba-Chavito,1.0,2022-12-31,CUC
2022-12-31,Cuba-Peso,24.0,2022-12-31,CUP
2022-12-31,Czech Republic-Koruna,22.102,2022-12-31,CZK
2022-12-31,Democratic Republic Of Congo-Congolese Franc,2012.0,2022-12-31,CDF
2022-12-31,Denmark-Krone,6.959,2022-12-31,DKK
2022-12-31,Djibouti-Franc,177.0,2022-12-31,DJF
2022-12-31,Dominican Republic-Peso,55.72,2022-12-31,DOP
2022-12-31,Ecuador-Dolares,1.0,2022-12-31,USD
2022-12-31,Egypt-Pound,24.74,2022-12-31,EGP
2022-12-31,Egypt-Pound,29.5,2023-01-13,EGP
2022-12-31,El Salvador-Dollar,1.0,2022-12-31,USD
2022-12-31,Equatorial Guinea-Cfa Franc,613.79,2022-12-31,XAF
2022-12-31,Eritrea-Nakfa,15.0,2022-12-31,ERN
2022-12-31,Eswatini-Lilangeni,16.948,2022-12-31,SZL
2022-12-31,Ethiopia-Birr,53.339,2022-12-31,ETB
2022-12-31,Euro Zone-Euro,0.936,2022-12-31,EUR
2022-12-31,Fiji-Dollar,2.176,2022-12-31,FJD
2022-12-31,Gabon-Cfa Franc,613.79,2022-12-31,XAF
2022-12-31,Gambia-Dalasi,61.0,2022-12-31,GMD
2022-12-31,Georgia-Lari,2.665,2022-12-31,GEL
2022-12-31,Ghana-Cedi,9.8,2022-12-31,GHS
2022-12-31,Ghana-Cedi,11.5,2023-01-13,GHS
2022-12-31,Grenada-East Caribbean Dollar,2.7,2022-12-31,XCD
2022-12-31,Guatemala-Quetzal,7.84,2022-12-31,GTQ
2022-12-31,Guinea Bissau-Cfa Franc,614.84,2022-12-31,XOF
2022-12-31,Guinea-Franc,8554.0,2022-12-31,GNF
2022-12-31,Guyana-Dollar,215.0,2022-12-31,GYD
2022-12-31,Haiti-Gourde,145.0,2022-12-31,HTG
2022-12-31,Honduras-Lempira,24.552,2022-12-31,HNL
2022-12-31,Hong Kong-Dollar,7.797,2022-12-31,HKD
2022-12-31,Hungary-Forint,374.63,2022-12-31,HUF
2022-12-31,Iceland-Krona,141.61,2022-12-31,ISK
2022-12-31,India-Rupee,82.599,2022-12-31,INR
2022-12-31,Indonesia-Rupiah,15528.42,2022-12-31,IDR
2022-12-31,Iran-Rial,42000.0,2022-12-31,IRR
2022-12-31,Iraq-Dinar,1458.53,2022-12-31,IQD
2022-12-31,Israel-Shekel,3.518,2022-12-31,ILS
2022-12-31,Jamaica-Dollar,150.0,2022-12-31,JMD
2022-12-31,Japan-Yen,131.83,2022-12-31,JPY
2022-12-31,Jordan-Dinar,0.708,2022-12-31,JOD
2022-12-31,Kazakhstan-Tenge,462.54,2022-12-31,KZT
2022-12-31,Kenya-Shilling,123.25,2022-12-31,KES
2022-12-31,Korea-Won,1252.61,2022-12-31,KRW
2022-12-31,Kuwait-Dinar,0.306,2022-12-31,KWD
2022-12-31,Kyrgyzstan-Som,85.68,2022-12-31,KGS
2022-12-31,Laos-Kip,17217.0,2022-12-31,LAK
2022-12-31,Lebanon-Pound,1500.0,2022-12-31,LBP
2022-12-31,Lebanon-Pound,15000.0,2023-02-15,LBP
2022-12-31,Lesotho-Maloti,16.948,2022-12-31,LSL
2022-12-31,Liberia-Dollar,153.5,2022-12-31,LRD
2022-12-31,Libya-Dinar,4.817,2022-12-31,LYD
2022-12-31,Madagascar-Ariary,4360.0,2022-12-31,MGA
2022-12-31,Malawi-Kwacha,1035.49,2022-12-31,MWK
2022-12-31,Malaysia-Ringgit,4.4,2022-12-31,MYR
2022-12-31,Maldives-Rufiyaa,15.42,2022-12-31,MVR
2022-12-31,Mali-Cfa Franc,614.84,2022-12-31,XOF
2022-12-31,Marshall Islands-U.S. Dollar,1.0,2022-12-31,USD
2022-12-31,Mauritania-Ouguiya,37.0,2022-12-31,MRU
2022-12-31,Mauritius-Rupee,43.85,2022-12-31,MUR
2022-12-31,Mexico-Peso,19.546,2022-12-31,MXN
2022-12-31,Micronesia-U.S. Dollar,1.0,2022-12-31,USD
2022-12-31,Moldova-Leu,19.08,2022-12-31,MDL
2022-12-31,Mongolia-Tugrik,3443.37,2022-12-31,MNT
2022-12-31,Morocco-Dirham,10.48,2022-12-31,MAD
2022-12-31,Mozambique-Metical,63.24,2022-12-31,MZN
2022-12-31,Namibia-Dollar,16.948,2022-12-31,NAD
2022-12-31,Nepal-Rupee,132.25,2022-12-31,NPR
2022-12-31,Netherlands-Euro,0.936,2022-12-31,EUR
2022-12-31,Netherlands Antilles-Guilder,1.78,2022-12-31,ANG
2022-12-31,New Zealand-Dollar,1.575,2022-12-31,NZD
2022-12-31,Nicaragua-Cordoba,36.15,2022-12-31,NIO
2022-12-31,Niger-Cfa Franc,614.84,2022-12-31,XOF
2022-12-31,Nigeria-Naira,440.0,2022-12-31,NGN
2022-12-31,Norway-Krone,9.831,2022-12-31,NOK
2022-12-31,Oman-Rial,0.385,2022-12-31,OMR
2022-12-31,Pakistan-Rupee,226.4,2022-12-31,PKR
2022-12-31,Pakistan-Rupee,267.48,2023-01-31,PKR
2022-12-31,Palau-Dollar,1.0,2022-12-31,USD
2022-12-31,Panama-Dolares,1.0,2022-12-31,USD
2022-12-31,Papua New Guinea-Kina,3.431,2022-12-31,PGK
2022-12-31,Paraguay-Guarani,7309.61,2022-12-31,PYG
2022-12-31,Peru-Sol,3.786,2022-12-31,PEN
2022-12-31,Philippines-Peso,55.606,2022-12-31,PHP
2022-12-31,Poland-Zloty,4.38,2022-12-31,PLN
2022-12-31,Qatar-Riyal,3.64,2022-12-31,QAR
2022-12-31,Republic Of North Macedonia-Denar,57.56,2022-12-31,MKD
2022-12-31,Romania-New Leu,4.627,2022-12-31,RON
2022-12-31,Russia-Ruble,71.481,2022-12-31,RUB
2022-12-31,Rwanda-Franc,1060.0,2022-12-31,RWF
2022-12-31,Sao Tome & Principe-New Dobras,23.062,2022-12-31,STN
2022-12-31,Saudi Arabia-Riyal,3.75,2022-12-31,SAR
2022-12-31,Senegal-Cfa Franc,614.84,2022-12-31,XOF
2022-12-31,Serbia-Dinar,109.69,2022-12-31,RSD
2022-12-31,Seychelles-Rupee,12.87,2022-12-31,SCR
2022-12-31,Sierra Leone-Leone,18.8,2022-12-31,SLE
2022-12-31,Singapore-Dollar,1.34,2022-12-31,SGD
2022-12-31,Solomon Islands-Dollar,7.949,2022-12-31,SBD
2022-12-31,Somali-Shilling,565.0,2022-12-31,SOS
2022-12-31,South Africa-Rand,16.948,2022-12-31,ZAR
2022-12-31,South Sudan-Sudanese Pound,669.0,2022-12-31,SSP
2022-12-31,South Sudan-Sudanese Pound,758.0,2023-02-15,SSP
2022-12-31,Sri Lanka-Rupee,363.0,2022-12-31,LKR
2022-12-31,St. Lucia-East Caribbean Dollar,2.7,2022-12-31,XCD
2022-12-31,Sudan-Pound,576.0,2022-12-31,SDG
2022-12-31,Suriname-Dollar,31.714,2022-12-31,SRD
2022-12-31,Sweden-Krona,10.386,2022-12-31,SEK
2022-12-31,Switzerland-Franc,0.923,2022-12-31,CHF
2022-12-31,Syria-Pound,2510.0,2022-12-31,SYP
2022-12-31,Syria-Pound,4500.0,2023-02-15,SYP
2022-12-31,Taiwan-Dollar,30.648,2022-12-31,TWD
2022-12-31,Tajikistan-Somoni,10.16,2022-12-31,TJS
2022-12-31,Tanzania-Shilling,2329.0,2022-12-31,TZS
2022-12-31,Thailand-Baht,34.52,2022-12-31,THB
2022-12-31,Timor-Leste-Dili,1.0,2022-12-31,USD
2022-12-31,Togo-Cfa Franc,614.84,2022-12-31,XOF
2022-12-31,Tonga-Pa'Anga,2.261,2022-12-31,TOP
2022-12-31,Trinidad & Tobago-Dollar,6.765,2022-12-31,TTD
2022-12-31,Tunisia-Dinar,3.094,2022-12-31,TND
2022-12-31,Turkey-New Lira,18.711,2022-12-31,TRY
2022-12-31,Turkmenistan-New Manat,3.491,2022-12-31,TMT
2022-12-31,Uganda-Shilling,3715.0,2022-12-31,UGX
2022-12-31,Ukraine-Hryvnia,36.569,2022-12-31,UAH
2022-12-31,United Arab Emirates-Dirham,3.673,2022-12-31,AED
2022-12-31,United Kingdom-Pound,0.83,2022-12-31,GBP
2022-12-31,Uruguay-Peso,39.95,2022-12-31,UYU
2022-12-31,Uzbekistan-Som,11224.32,2022-12-31,UZS
2022-12-31,Vanuatu-Vatu,119.9,2022-12-31,VUV
2022-12-31,Venezuela-Bolivar Soberano,17.236,2022-12-31,VES
2022-12-31,Venezuela-Bolivar Soberano,19.23,2023-01-13,VES
2022-12-31,Venezuela-Fuerte,248832.0,2022-12-31,VEF
2022-12-31,Vietnam-Dong,23610.0,2022-12-31,VND
2022-12-31,Western Samoa-Tala,2.607,2022-12-31,WST
2022-12-31,Yemen-Rial,580.0,2022-12-31,YER
2022-12-31,Zambia-New Kwacha,18.1,2022-12-31,ZMW
2022-12-31,Zambia-New Kwacha,20.377,2023-03-15,ZMW
2022-12-31,Zimbabwe-Rtgs,654.66,2022-12-31,ZWL
2022-12-31,Zimbabwe-Rtgs,795.725,2023-01-31,ZWL
2022-09-30,Afghanistan-Afghani,88.04,2022-09-30,AFN
2022-09-30,Albania-Lek,118.93,2022-09-30,ALL
2022-09-30,Algeria-Dinar,140.422,2022-09-30,DZD
2022-09-30,Angola-Kwanza,423.412,2022-09-30,AOA
2022-09-30,Angola-Kwanza,473.0,2022-10-31,AOA
2022-09-30,Antigua & Barbuda-East Caribbean Dollar,2.7,2022-09-30,XCD
2022-09-30,Argentina-Peso,153.0,2022-09-30,ARS
2022-09-30,Argentina-Peso,173.75,2022-11-30,ARS
2022-09-30,Armenia-Dram,420.0,2022-09-30,AMD
2022-09-30,Australia-Dollar,1.547,2022-09-30,AUD
2022-09-30,Azerbaijan-Manat,1.7,2022-09-30,AZN
2022-09-30,Bahamas-Dollar,1.0,2022-09-30,BSD
2022-09-30,Bahrain-Dinar,0.377,2022-09-30,BHD
2022-09-30,Bangladesh-Taka,103.0,2022-09-30,BDT
2022-09-30,Barbados-Dollar,2.02,2022-09-30,BBD
2022-09-30,Belarus-New Ruble,2.518,2022-09-30,BYN
2022-09-30,Belize-Dollar,2.0,2022-09-30,BZD
2022-09-30,Benin-Cfa Franc,673.48,2022-09-30,XOF
2022-09-30,Bermuda-Dollar,1.0,2022-09-30,BMD
2022-09-30,Bolivia-Boliviano,6.85,2022-09-30,BOB
2022-09-30,Bosnia-Marka,2.006,2022-09-30,BAM
2022-09-30,Botswana-Pula,13.28,2022-09-30,BWP
2022-09-30,Brazil-Real,5.397,2022-09-30,BRL
2022-09-30,Brunei-Dollar,1.436,2022-09-30,BND
2022-09-30,Bulgaria-Lev New,2.006,2022-09-30,BGN
2022-09-30,Burkina Faso-Cfa Franc,673.48,2022-09-30,XOF
2022-09-30,Burma-Kyat,2100.0,2022-09-30,MMK
2022-09-30,Burundi-Franc,2031.97,2022-09-30,BIF
2022-09-30,Cambodia-Riel,4051.0,2022-09-30,KHR
2022-09-30,Cameroon-Cfa Franc,672.91,2022-09-30,XAF
2022-09-30,Canada-Dollar,1.374,2022-09-30,CAD
2022-09-30,Cape Verde-Escudo,113.0,2022-09-30,CVE
2022-09-30,Cayman Islands-Dollar,0.82,2022-09-30,KYD
2022-09-30,Central African Republic-Cfa Franc,672.91,2022-09-30,XAF
2022-09-30,Chad-Cfa Franc,672.91,2022-09-30,XAF
2022-09-30,Chile-Peso,960.1,2022-09-30,CLP
2022-09-30,China-Renminbi,7.114,2022-09-30,CNY
2022-09-30,Colombia-Peso,4518.3,2022-09-30,COP
2022-09-30,Comoros-Franc,507.53,2022-09-30,KMF
2022-09-30,Congo-Cfa Franc,672.91,2022-09-30,XAF
2022-09-30,Costa Rica-Colon,625.39,2022-09-30,CRC
2022-09-30,Cote D'Ivoire-Cfa Franc,673.48,2022-09-30,XOF
2022-09-30,Croatia-Kuna,7.63,2022-09-30,HRK
2022-09-30,Cuba-Chavito,1.0,2022-09-30,CUC
2022-09-30,Cuba-Peso,24.0,2022-09-30,CUP
2022-09-30,Czech Republic-Koruna,24.371,2022-09-30,CZK
2022-09-30,Democratic Republic Of Congo-Franc,1998.5,2022-09-30,CDF
2022-09-30,Denmark-Krone,7.629,2022-09-30,DKK
2022-09-30,Djibouti-Franc,177.0,2022-09-30,DJF
2022-09-30,Dominican Republic-Peso,53.31,2022-09-30,DOP
2022-09-30,Ecuador-Dolares,1.0,2022-09-30,USD
2022-09-30,Egypt-Pound,19.49,2022-09-30,EGP
2022-09-30,Egypt-Pound,24.15,2022-10-31,EGP
2022-09-30,El Salvador-Dollar,1.0,2022-09-30,USD
2022-09-30,Equatorial Guinea-Cfa Franc,672.91,2022-09-30,XAF
2022-09-30,Eritrea-Nakfa,15.0,2022-09-30,ERN
2022-09-30,Ethiopia-Birr,52.548,2022-09-30,ETB
2022-09-30,Euro Zone-Euro,1.026,2022-09-30,EUR
2022-09-30,Fiji-Dollar,2.27,2022-09-30,FJD
2022-09-30,Gabon-Cfa Franc,672.91,2022-09-30,XAF
2022-09-30,Gambia-Dalasi,55.0,2022-09-30,GMD
2022-09-30,Gambia-Dalasi,61.0,2022-12-15,GMD
2022-09-30,Georgia-Lari,2.792,2022-09-30,GEL
2022-09-30,Ghana-Cedi,10.2,2022-09-30,GHS
2022-09-30,Ghana-Cedi,13.5,2022-10-31,GHS
2022-09-30,Grenada-East Caribbean Dollar,2.7,2022-09-30,XCD
2022-09-30,Guatemala-Quetzal,7.852,2022-09-30,GTQ
2022-09-30,Guinea Bissau-Cfa Franc,673.48,2022-09-30,XOF
2022-09-30,Guinea-Franc,8595.4,2022-09-30,GNF
2022-09-30,Guyana-Dollar,215.0,2022-09-30,GYD
2022-09-30,Haiti-Gourde,116.944,2022-09-30,HTG
2022-09-30,Haiti-Gourde,133.0,2022-11-15,HTG
2022-09-30,Honduras-Lempira,24.56,2022-09-30,HNL
2022-09-30,Hong Kong-Dollar,7.85,2022-09-30,HKD
2022-09-30,Hungary-Forint,432.45,2022-09-30,HUF
2022-09-30,Hungary-Forint,382.18,2022-12-15,HUF
2022-09-30,Iceland-Krona,144.39,2022-09-30,ISK
2022-09-30,India-Rupee,81.476,2022-09-30,INR
2022-09-30,Indonesia-Rupiah,15209.78,2022-09-30,IDR
2022-09-30,Iran-Rial,42000.0,2022-09-30,IRR
2022-09-30,Iraq-Dinar,1458.54,2022-09-30,IQD
2022-09-30,Israel-Shekel,3.565,2022-09-30,ILS
2022-09-30,Jamaica-Dollar,150.0,2022-09-30,JMD
2022-09-30,Japan-Yen,144.63,2022-09-30,JPY
2022-09-30,Jordan-Dinar,0.708,2022-09-30,JOD
2022-09-30,Kazakhstan-Tenge,476.39,2022-09-30,KZT
2022-09-30,Kenya-Shilling,120.65,2022-09-30,KES
2022-09-30,Korea-Won,1436.66,2022-09-30,KRW
2022-09-30,Kuwait-Dinar,0.31,2022-09-30,KWD
2022-09-30,Kyrgyzstan-Som,80.183,2022-09-30,KGS
2022-09-30,Laos-Kip,16473.5,2022-09-30,LAK
2022-09-30,Lebanon-Pound,1500.0,2022-09-30,LBP
2022-09-30,Lesotho-Maloti,17.988,2022-09-30,LSL
2022-09-30,Liberia-Dollar,152.5,2022-09-30,LRD
2022-09-30,Libya-Dinar,5.042,2022-09-30,LYD
2022-09-30,Madagascar-Ariary,4120.0,2022-09-30,MGA
2022-09-30,Malawi-Kwacha,1035.49,2022-09-30,MWK
2022-09-30,Malaysia-Ringgit,4.635,2022-09-30,MYR
2022-09-30,Maldives-Rufiyaa,15.4,2022-09-30,MVR
2022-09-30,Mali-Cfa Franc,673.48,2022-09-30,XOF
2022-09-30,Marshall Islands-U.S. Dollar,1.0,2022-09-30,USD
2022-09-30,Mauritania-Ouguiya,37.0,2022-09-30,MRU
2022-09-30,Mauritius-Rupee,45.6,2022-09-30,MUR
2022-09-30,Mexico-Peso,20.149,2022-09-30,MXN
2022-09-30,Micronesia-U.S. Dollar,1.0,2022-09-30,USD
2022-09-30,Moldova-Leu,19.401,2022-09-30,MDL
2022-09-30,Mongolia-Tugrik,3333.02,2022-09-30,MNT
2022-09-30,Morocco-Dirham,11.062,2022-09-30,MAD
2022-09-30,Mozambique-Metical,63.11,2022-09-30,MZN
2022-09-30,Namibia-Dollar,17.988,2022-09-30,NAD
2022-09-30,Nepal-Rupee,130.5,2022-09-30,NPR
2022-09-30,Netherlands Antilles-Guilder,1.78,2022-09-30,ANG
2022-09-30,New Zealand-Dollar,1.761,2022-09-30,NZD
2022-09-30,New Zealand-Dollar,1.566,2022-12-15,NZD
2022-09-30,Nicaragua-Cordoba,36.0,2022-09-30,NIO
